square_feet,bedrooms,bathrooms,age,location_score,garage,pool,school_rating,crime_rate,distance_to_city,lot_size,year_built,energy_efficiency,neighborhood,price
2388,3,2.0,7,8.464398640148257,1,0,1,93.44747946508828,25.27257902584663,10064,1966,C,Rural,422696.5027877488
1270,2,2.0,5,2.003099252367127,1,1,4,12.848667480750663,43.91007793427485,7882,1971,C,Downtown,256181.26687280298
2117,4,2.5,3,5.330365487674133,1,1,3,69.45124397255198,27.183225103802407,8822,1955,A,Suburbs,425531.9873781259
1007,3,2.5,17,5.343512490000806,0,1,3,3.490435514459156,10.516869484542738,7348,1989,D,Downtown,256813.18011475465
1866,2,3.5,17,7.16191350551112,1,1,5,87.49540416871461,47.74387487235133,7913,2012,C,Rural,378113.7887527948
2220,3,3.0,44,2.047717091578213,1,0,5,85.68268020622519,16.060001904380727,7413,2013,C,Urban,329182.4687591787
1739,5,4.0,2,1.9288939010525332,2,1,4,77.46028291717305,18.154092355460172,7539,1978,B,Rural,411055.4063471408
1474,4,2.0,21,9.105353311649584,1,0,3,82.438120369391,18.45867929836673,8151,1997,A,Suburbs,308645.83969240286
2423,3,1.0,7,3.733673180080255,1,1,4,60.434949641493596,20.341819393066988,10892,1996,C,Downtown,370926.3606137327
1948,3,4.0,8,3.9423014047723477,0,0,5,14.730772965725691,35.72937194710684,8828,1993,B,Rural,374493.54193454405
1755,1,1.0,22,7.991753920255784,1,0,1,91.4557996647323,16.412561858923933,7588,2009,D,Urban,234006.30429269455
2020,3,3.0,28,4.734181325004121,1,0,4,14.102300617428797,23.78711055775007,9088,2008,D,Rural,344868.9276555182
3318,4,1.0,12,8.49631378689027,1,0,4,22.519894405667518,13.911356675959837,8364,1964,A,Urban,464559.35403048585
2576,3,3.0,4,4.613218580476158,0,1,5,43.26133633197071,25.888054336502424,9174,2012,C,Rural,476582.7251524629
2581,2,3.5,6,7.845397895869675,0,0,2,49.79632667324358,47.420225535528,7212,2014,B,Urban,426165.80907860986
2217,5,2.0,9,5.727789620647463,2,1,2,9.631780433595017,15.190117302474528,8983,1979,B,Rural,389773.3778111595
2083,4,1.5,17,9.422453137044078,2,0,2,76.16786313368203,41.00477257746986,9020,1970,C,Downtown,361738.219516144
801,4,1.5,10,3.9465007566280117,1,1,5,13.730620042139375,11.729739305933464,5161,1969,C,Rural,272045.10955694015
1660,2,2.0,4,4.26421535535228,1,1,2,65.47598816421494,8.089963701395328,7229,1968,C,Suburbs,337413.72295963776
1759,2,1.5,5,9.729878646196164,2,0,5,45.19807276119477,5.46518370238468,7657,1960,C,Suburbs,331367.0849979937
1062,2,2.5,0,7.637725881698003,1,0,5,81.0935858684424,49.013312171965566,7348,1975,D,Urban,274584.2910325609
1421,4,2.0,25,7.953106047619,2,1,5,29.56041196756045,28.95038221049697,5942,1989,B,Suburbs,326730.4200540111
1009,2,2.0,0,3.6637907405237415,0,1,3,83.65269441416882,26.199249495228344,3056,2009,B,Suburbs,213139.92133520666
1980,4,2.0,8,5.788399575602217,2,0,5,25.225997343405982,1.3528064955934576,10056,1975,C,Downtown,424229.9293891752
2409,5,2.5,20,3.8218688688631124,1,0,4,57.43425865874907,24.730323924479467,3667,1994,A,Downtown,413226.6045454046
2553,3,1.5,5,3.338819981733801,1,0,5,48.61123640590025,33.472938452814766,11957,1964,A,Downtown,397910.8815217637
2207,3,3.0,16,5.817170688644952,1,0,2,35.25764969351203,21.087461785466786,7527,1962,A,Downtown,368335.91203526483
1518,4,3.5,16,9.889845618248954,0,0,5,1.1777813789250802,7.317007414893999,6665,1991,C,Rural,389356.37241625576
1033,5,2.0,0,2.9316038249291996,0,0,4,39.78484722776966,14.1172020624562,4899,1976,C,Downtown,272732.89359162486
1121,4,1.5,5,3.1826787317878535,1,0,4,11.836053321093399,35.99218586735126,4680,2015,B,Downtown,263594.3324878426
1365,1,3.0,11,3.188160895102254,1,0,4,22.515737642783684,24.291374607768713,6216,1956,C,Urban,269837.527620677
1555,2,1.5,5,8.12532035451961,0,1,3,68.83000921298053,24.48596459287858,8381,1950,D,Downtown,295171.90061784914
1920,4,1.0,7,5.5943385500319796,1,0,1,57.12885830685782,2.8818305242362667,10824,2002,D,Rural,325709.58240378706
1492,4,2.5,9,4.462908910578474,1,0,4,52.70797179459223,26.936803504259952,4901,1990,B,Rural,322138.7220894674
2169,2,1.5,1,8.594108509304721,1,0,3,56.401678564346646,21.81211582830651,8718,1988,D,Suburbs,374875.91040461336
1883,3,1.5,5,3.677415745244823,2,0,3,12.005338238820173,44.10155041832,4298,2018,B,Urban,336421.73202395136
2005,4,4.0,0,4.529961088071532,0,0,5,16.46408469624059,19.661198883337477,6188,2013,C,Urban,416361.412119279
2570,2,2.0,1,1.6625850336408563,0,0,2,54.28011911126781,30.85249470656333,9004,1977,C,Suburbs,373547.3374717629
1409,4,3.5,7,2.0701909168751516,1,1,2,40.682772722735685,46.85863830822318,5965,1960,C,Downtown,311595.2639953661
2209,1,1.5,8,2.230579600490431,1,0,3,46.32020509509594,28.744605737239368,11087,1984,D,Downtown,289818.438664321
1993,4,3.0,1,4.122777145980716,1,0,4,87.91523076124332,2.4594938842581184,9509,1976,C,Urban,358407.7642628431
1833,4,2.5,14,5.7167673443892415,1,0,5,18.516431975175863,5.977858351858628,8991,1950,B,Rural,356971.17118097685
2442,3,1.0,4,1.00669883400173,1,0,2,91.06982866014252,48.375523449431576,6884,2004,C,Suburbs,326919.5979253397
2439,4,3.0,25,2.709390803498489,1,0,4,85.74874877124714,28.05282901279203,6266,1998,D,Rural,390139.6223083542
1526,4,3.5,4,2.5808501817192795,1,0,3,90.17878333966522,10.275243826053773,7086,1989,C,Suburbs,348005.04169787
1908,5,1.5,1,3.280121639096651,1,0,5,64.13614930775805,28.820154885472057,8499,1958,B,Rural,381683.9718313433
2140,3,3.0,14,2.494728334479064,1,0,4,86.39353017438012,47.91264519433151,8498,2019,A,Downtown,343706.4486478703
1863,4,2.0,8,2.7561536304752026,1,0,5,99.1189409011132,3.196622757837604,6362,1960,C,Urban,332152.75621592696
2292,4,3.0,4,9.85492324867598,1,1,5,47.14150250902131,26.828098209816087,6547,1988,A,Suburbs,488387.95120990544
2140,3,3.0,4,6.3525723323915155,0,0,5,86.1808414233266,7.670943957093124,4904,1955,C,Downtown,423928.7036142377
2916,4,1.0,1,7.86423848367877,1,0,5,90.36928244770867,22.890629622294025,12559,2016,B,Rural,464164.1110731764
1234,1,1.5,4,8.374090393726195,1,0,4,30.976604150815024,33.073566527852925,6204,1977,D,Suburbs,220704.1623738356
1938,2,2.0,0,7.009125376833506,0,0,4,44.270567475749445,23.49894867770728,4631,2019,A,Downtown,306028.9722934622
1545,3,3.5,6,7.336722430245187,2,1,2,57.36745220579168,48.17736601310049,3024,2013,D,Downtown,362099.91749491333
2302,2,2.0,22,6.690551000817559,1,0,2,34.91562978452368,29.64502432760006,6656,1957,A,Downtown,344314.0012169108
1191,5,2.5,15,6.844361302416681,1,0,4,32.2144956264239,48.21638881136466,8812,1996,C,Downtown,306588.8038767094
2173,4,1.0,0,9.35604666313835,2,0,4,38.07161264871029,16.40502244902916,7790,1964,C,Urban,422217.28349441104
1684,3,3.0,21,2.6716462648792993,1,0,2,42.390623407819504,2.034786181910948,7621,2006,C,Suburbs,265382.4735224397
1632,4,2.5,6,3.4725703224364226,1,0,3,25.226976655857403,8.573603767648239,9459,2001,B,Downtown,370013.408092472
1276,3,3.0,2,1.8393269393686367,1,0,4,47.33119877464853,4.506771046683405,9167,1977,B,Suburbs,302484.7662622274
1767,3,3.5,13,8.535920166678448,2,1,2,77.87482430360924,37.2095996999024,6203,2005,A,Suburbs,375070.9847693875
2542,1,1.5,3,5.0387979126506375,0,0,4,62.44868451531735,10.303030953128493,8521,2022,C,Suburbs,341295.5180112548
1987,3,2.0,2,9.163941044927718,2,0,4,37.976385421778616,38.09660354948188,8138,1982,B,Urban,350039.63570219587
2313,2,4.0,1,4.7050814192173505,1,1,5,15.619596781964107,27.340660666714648,6815,2023,D,Rural,429670.943915613
2832,4,1.5,6,4.983527422733592,1,0,3,82.40428393890821,11.62223436747491,10858,1974,B,Rural,448555.8211595874
2131,3,3.0,0,5.035208511588248,1,1,2,51.13322696287928,31.05865115785395,6445,2017,C,Urban,384821.6196032136
1720,3,3.0,15,6.512437829629052,0,0,2,97.12402790254166,1.561386691543066,6846,1980,A,Urban,322392.7119651298
2233,3,2.5,6,7.89511705269276,1,0,3,25.269324653068725,17.401628480012217,7048,1962,D,Urban,371239.41410012334
1727,2,1.5,5,4.161630485054968,1,0,3,17.551300786473,39.448993076685994,9853,1975,A,Urban,263857.10868029
1747,5,1.5,0,6.671489080800878,1,0,5,0.8007301167816783,37.711700246095134,10174,1984,A,Rural,366066.20615618286
1240,1,2.5,17,2.8357069308124125,1,0,4,8.262356679479632,39.74360176299334,10700,1956,C,Downtown,198538.82986643186
2463,4,1.5,6,5.986423940513048,2,0,4,38.54018680362087,29.78964474482103,9548,1951,B,Downtown,412902.27590946417
1806,3,2.5,5,5.9192640985931195,2,0,4,19.82404865620936,29.09116006162199,7800,2004,A,Urban,344955.40802875545
2091,4,2.0,14,8.998442790834583,1,1,4,3.788360777532418,20.96100781322406,9922,1958,B,Downtown,429029.5748827865
1482,3,2.0,0,9.062607014647545,0,0,5,22.536774803158455,47.478300186539464,8750,2004,A,Downtown,330707.42973771534
2217,5,2.0,4,5.3849004246961805,1,0,5,72.87545387139384,47.52483561386466,7752,1966,B,Suburbs,409181.9818403206
1619,2,3.5,8,1.2213951920054562,2,1,2,73.56944045519916,1.425947671878561,7071,2000,D,Urban,283604.8727220703
1929,3,2.5,6,8.601597555563522,1,0,3,14.96357711740589,48.14898153687565,7656,2004,A,Suburbs,365738.378888127
2438,5,2.5,2,1.0056022350865477,1,1,3,93.64894017515451,43.656804333913755,7046,1978,C,Downtown,394632.2053056876
2395,4,3.5,3,5.304282719567893,1,1,4,15.903610386515311,30.694386175613495,8830,1988,B,Rural,419681.07153226214
1988,3,2.5,3,1.1781114187011115,1,0,3,8.93412275040627,16.902050610397403,7574,1965,C,Rural,354580.13583481166
1115,5,4.0,48,4.1733216492042065,2,0,4,16.293745009582526,21.617044011644108,8976,1985,B,Urban,320465.7472538287
3496,4,1.5,3,6.730882174599166,1,0,3,14.052076075600139,42.56191242531398,9014,1957,C,Urban,537952.2336164688
2872,2,3.0,2,4.340808127486726,2,0,2,63.17064374847144,8.236147125145997,8014,2010,C,Suburbs,432612.41936900985
2361,3,2.0,17,9.342022227191707,1,1,1,15.625752160639461,31.419716941595865,7097,2020,C,Downtown,423675.69142301334
1623,3,3.0,5,6.76687270100328,2,1,5,63.432799459164436,12.312368428520431,6183,1962,C,Urban,342316.001258148
1943,3,3.5,5,6.817994852992663,1,1,2,27.65983002342486,19.530692453940812,7784,1970,C,Suburbs,379929.06376919476
1728,4,2.0,7,4.369933413724327,2,0,5,24.840484228576354,1.244807059430779,8586,1954,B,Suburbs,387436.03409384895
2631,3,2.0,9,1.3468917186663365,2,1,5,89.72516026732116,48.500134909846196,5270,1954,B,Downtown,404070.2103948628
2131,1,3.0,8,7.643617511427603,1,1,2,21.4332718832293,6.321627641542833,4444,1990,C,Suburbs,370810.43841092056
1607,4,1.0,0,7.44620257490019,1,0,3,86.45845664226071,38.410387722437044,7755,1977,B,Downtown,315517.7754573931
1764,2,3.0,17,5.771125243034357,2,0,5,30.352729227291952,28.51919832255844,6209,2008,B,Downtown,343204.3778763407
2560,5,1.5,2,4.746412353319218,1,0,4,99.12283222805577,41.57288473929327,10018,1992,D,Downtown,460305.1392117911
2800,5,3.5,3,5.844853450077593,1,0,3,98.0929021292084,26.268189151273635,10609,1953,A,Downtown,491076.59551882383
2764,5,2.0,1,7.721338637353469,2,0,5,82.76118387765308,49.234936626061724,5977,2005,C,Urban,487057.9930706742
2378,4,2.5,14,7.415068877090787,1,0,3,86.80865930800542,30.74382085638097,4594,1986,B,Rural,370642.4785270274
1873,2,1.5,8,6.922986960953712,2,1,2,82.32608595536374,31.20401870314761,9151,1989,B,Downtown,314848.30768132134
379,3,2.0,14,9.133995406629964,1,1,2,62.96455830663314,46.118503039304514,8407,1958,D,Downtown,194983.25384101586
2148,2,2.0,10,6.488995395702731,1,0,4,80.90227968470349,13.642977337296205,8787,1989,C,Rural,340711.3139807151
1999,2,2.0,1,1.1305868279053353,0,0,1,62.82809813762205,18.78038716040322,9534,1981,A,Downtown,256525.38658254992
2069,4,1.0,3,6.562574520717293,1,0,5,84.21660009473683,33.584251682596445,7163,1982,C,Suburbs,382415.57253926166
2026,1,3.5,7,6.513033211032515,1,0,3,93.55534175331876,7.914204695789112,7605,1999,A,Urban,317055.8307189445
1336,5,1.0,3,1.6267254715489439,1,0,3,75.33207906295362,40.670820489433055,9624,2009,A,Downtown,271140.1616512205
2278,5,3.0,2,4.8495677888436495,1,0,5,96.46870571375811,30.001461390053755,8892,1987,B,Suburbs,403438.69910114625
2316,3,2.0,20,6.859866357624949,2,0,5,44.823000145092394,37.99244972918788,12093,1991,D,Rural,405403.3168753731
2341,3,2.5,13,7.340511085732466,1,0,3,92.53872297212335,49.52292813925134,8587,1966,B,Rural,358792.7810880481
2473,3,1.5,4,9.037446627141673,0,0,4,22.62312077786489,48.86642515723014,8513,2003,C,Rural,403027.26107830886
2302,4,2.5,14,8.572428826388926,1,0,4,3.136622020055291,22.93404848074022,9762,1960,C,Rural,371273.71535600605
1794,4,2.5,9,2.048966283798392,1,0,4,12.809674112211077,14.774011239942809,12131,1967,B,Suburbs,339260.36492112104
1964,2,1.5,0,6.47905983973673,2,1,4,16.024728140882573,32.08082326241213,9429,1968,D,Downtown,385293.0785393955
2045,3,1.5,4,6.368332700769818,1,0,5,82.44265988331124,35.85597946446695,7426,2001,B,Downtown,344072.8122194191
2053,3,1.0,3,3.733731259098395,1,0,5,40.10092365725883,15.44181588416508,6677,1988,D,Downtown,386429.32962725824
2499,5,1.0,2,2.6569513550610333,1,0,5,23.317828648968298,14.786835522088039,8324,2009,B,Suburbs,436996.0352664292
2321,2,1.0,2,2.7955779309451123,2,1,3,81.22706593168292,11.533652160609757,5800,2016,D,Urban,375322.5922965548
3038,1,1.5,28,2.5979299213611102,1,1,3,20.212410429290706,45.561863694796,9291,2010,D,Rural,395913.68672946945
3103,4,2.5,6,8.25637305173488,1,1,2,7.787502618639309,5.9801261082632315,8595,1989,B,Rural,513043.22682843654
2039,4,2.0,18,2.3355374559227946,1,0,5,46.619085796992636,13.073699559542504,9036,1975,A,Downtown,354213.9760202538
81,4,2.0,2,3.379527796076249,1,1,1,6.940724859032832,31.59590590848283,4444,2011,A,Downtown,181196.92212277063
2618,3,1.5,1,2.960095640695426,2,1,2,27.893754732850194,23.911194174951195,10694,1989,B,Rural,431775.8437600952
1729,4,2.5,21,7.415711491681286,1,0,5,70.03358397810202,6.91453307129092,5758,2016,A,Suburbs,315713.11069989565
1599,3,2.0,6,2.4255630495291847,1,0,2,37.45322097777293,15.185869522933137,5482,2020,C,Downtown,297992.56756183435
1800,1,2.5,22,1.2165845734763097,0,0,2,8.747685773568136,20.998560502721745,3964,1952,D,Downtown,236339.3000486176
1776,3,3.0,0,4.368028797264088,0,1,5,40.299302444199824,47.975927058115055,6789,1967,D,Rural,312729.6038664912
2306,1,2.5,24,3.74584835035888,1,0,3,51.3142772966465,20.391600070797484,8306,1993,D,Urban,300527.5099650277
1220,3,2.0,5,4.579342344601757,1,0,5,25.02279061241113,6.674645415197283,7795,2023,A,Urban,300656.2627277466
1461,5,2.5,1,7.784341652020384,1,1,3,17.089099613432936,48.64592330735982,9392,1952,D,Urban,359116.8770867601
2171,3,2.0,11,1.1113021800564562,2,0,3,76.16744862682062,22.266844570903825,10552,1969,A,Suburbs,329306.41693369887
2311,5,3.5,15,1.3393684156380294,2,0,2,6.783702003593916,7.845645374366375,10720,1979,D,Downtown,442274.0187324781
2320,2,3.0,0,3.30080168679227,1,1,5,95.68669841905138,30.94242117581862,7487,2022,A,Downtown,375056.4744264794
1606,3,2.0,43,9.002876376518435,1,1,5,0.7598803730204495,40.61915627738605,7707,2018,D,Downtown,336043.5281074717
1510,4,4.0,11,2.521670505379874,1,0,2,65.12420837742197,35.8159314232205,7725,2002,B,Suburbs,278881.7886338872
1746,4,2.5,3,9.97334161103446,1,0,4,13.360342596225916,16.265709325574942,7173,2018,C,Rural,400529.45459550596
2119,3,2.0,1,8.251233094642302,1,1,2,54.7097508130055,12.709032941439029,12049,1956,A,Rural,422690.24274935445
2742,4,1.0,4,5.1052289781629145,0,1,4,18.730946489440072,44.2613130682026,8624,1982,A,Urban,442522.821404756
976,1,2.5,2,7.73076020723746,1,1,3,3.43217206684564,10.499666941741037,9015,2009,C,Urban,262913.2483791839
1889,5,3.5,6,5.6693361244322125,0,0,5,85.97662840116138,38.08214161984616,9360,1997,C,Downtown,365167.1381835973
1333,2,3.5,15,6.0939303817587325,2,0,4,42.39341680755563,2.1266519853169674,10427,2020,D,Suburbs,323529.78125772584
1173,4,2.5,10,6.226945677269659,1,0,5,27.522082681996718,21.55939452986329,7541,1962,C,Downtown,307199.7053138325
2483,3,2.0,5,6.8384846157725905,0,0,4,94.72714189472605,49.2613708546466,9024,2017,C,Rural,396758.77314226836
2272,4,2.5,1,1.5468777102753086,0,1,4,8.19900321860777,32.05935269416077,9176,1992,C,Urban,420352.19989481545
2224,4,3.0,31,6.548482944427151,1,0,4,34.851166390018896,16.222204586685777,4880,1976,B,Suburbs,414161.97106074274
2460,2,2.0,3,7.452537236726597,1,0,5,17.7363607095522,35.288588732399575,7024,1977,C,Rural,410694.77947634
1760,5,2.0,3,3.796508215330416,1,0,1,99.11959093124695,18.312859488920676,7671,1999,D,Urban,345621.42670978495
1783,2,2.5,10,9.807209474260214,1,0,4,54.60195700514928,47.00302517096157,9979,1973,C,Suburbs,328028.31751518865
3092,2,3.5,14,2.300005774102999,2,0,5,81.22210704649233,12.51164589043632,14983,1958,A,Suburbs,460300.79206738435
1876,4,3.0,41,9.193982702755486,1,0,3,16.353397606373466,16.679205278001522,7126,2021,B,Suburbs,353465.0670816121
2367,2,1.0,34,7.088044671511448,2,0,1,30.443461695572026,34.74850088549074,7042,2023,B,Urban,303689.4918400898
2003,2,1.5,24,6.978830303698603,1,0,1,61.96046358765683,39.969375206029824,8884,2012,B,Suburbs,287814.707897905
1075,3,3.5,5,8.88420393927699,1,0,5,17.803005838626163,29.24712211476056,4548,2018,B,Suburbs,269757.7960676025
977,4,3.0,1,8.485562901705757,1,0,2,50.006242443884176,15.174405366414543,4430,1993,C,Rural,288281.0378548546
1710,2,2.0,8,4.108909890695038,1,0,2,93.16135967753468,29.0813882111288,7725,2000,D,Rural,265827.34428090585
2528,3,2.5,0,7.3483282208414025,1,1,3,93.02523696043721,11.738318391495389,6916,1999,B,Suburbs,438492.5591794198
2394,4,3.5,2,1.4554232441823527,2,0,2,35.48803687165155,3.8138390550694297,10234,2013,D,Downtown,408851.7768179474
2457,4,3.5,0,5.176165890032288,2,0,1,51.61418330893981,46.06360429266373,7254,1953,B,Rural,387446.3181464372
1506,5,3.0,1,9.439995346518831,1,0,5,19.840826370197696,24.575802870598135,5387,1958,C,Suburbs,371150.9033649805
2807,4,1.5,6,3.4668050302119022,2,0,3,97.85163519208535,24.53262114046047,5964,2022,C,Suburbs,417470.321078157
1517,4,3.0,4,1.449737101589649,1,0,4,51.98720607388645,37.494347750892786,10376,1958,D,Downtown,311779.8434837954
2106,3,1.5,4,6.246504927472739,0,1,5,20.63132032776852,28.441512606725887,6540,2000,C,Urban,376444.29500445793
1994,2,3.5,17,4.195897867598146,1,0,5,84.47621282226197,23.260057266855323,7310,2000,D,Urban,331696.80257474585
1913,4,1.5,11,4.417151230892859,0,0,4,42.037405164901095,39.93568671413833,7394,2020,D,Rural,305340.8564615976
2669,5,2.5,27,6.242114683511336,0,1,5,63.61369348623821,24.276215235643136,6835,1987,B,Urban,466328.13598211796
1647,4,2.5,5,6.594301534133974,0,0,3,84.35670302317081,45.72381128502579,8610,2010,B,Suburbs,273600.6166987745
1325,1,3.0,3,4.935897690237953,1,1,5,30.920301143555772,16.00543275087592,11543,1951,A,Rural,326407.3001075461
2009,3,2.5,1,5.567943179705354,1,0,5,57.79050082871445,2.6460772487514963,9103,2007,B,Downtown,373919.1335436908
1800,4,1.0,11,9.93930181071225,0,0,1,5.612035004298077,8.310068315137986,9642,2023,A,Suburbs,365333.01157318195
3688,4,3.0,18,9.614331622310996,1,1,3,23.45433451141915,41.139211316424024,6071,1988,C,Rural,566523.1468197203
2338,4,2.0,2,7.365853648218738,1,0,4,13.8755986582227,46.38427594551832,8743,1961,C,Rural,420379.1609651787
1795,3,2.0,21,2.4533157424508425,1,0,3,64.41907070969376,4.6789759263999935,10736,1992,C,Urban,335092.9376832998
1471,2,4.0,7,4.239640755887808,0,1,1,25.465431370804236,45.52662745734698,7535,1985,A,Suburbs,287832.30151864263
1059,5,2.5,1,8.947794016781431,1,1,5,75.99859296805896,47.240345006839505,7991,2016,B,Urban,325404.1055281621
1487,4,3.0,10,4.812093245612664,0,0,2,76.11366071391848,37.96214760176841,9527,1952,C,Suburbs,307774.29032896936
2057,2,2.5,7,9.598308844386551,1,0,3,78.42437706831122,38.29331199264767,11059,1965,D,Rural,351680.4534550164
2713,3,3.0,0,5.394716049331258,2,0,5,13.262757096241273,1.0750731335294557,10373,1991,D,Suburbs,458029.22382238944
2560,5,3.0,5,8.75592220784614,1,0,2,52.60482556573495,11.91253089559401,5464,1950,B,Urban,432343.5714113933
2114,4,2.5,15,1.318410095751982,1,1,5,67.91008664245517,11.516628576149268,8673,1979,B,Suburbs,378394.6564762149
1838,3,4.0,8,4.907473253134974,0,0,3,32.27744082861367,29.49309060452764,6787,1979,B,Downtown,367244.570833694
2134,1,2.0,3,7.302356656742408,1,1,5,26.006383005379718,33.18946725640423,7357,1977,A,Downtown,367800.3207453528
1740,1,3.0,26,8.772080791089184,2,1,5,71.79566553163329,45.181899107176,5393,1990,B,Suburbs,314547.59501957294
2859,2,3.0,2,6.48669603539105,1,0,3,35.12973785293243,24.911728345481507,7467,1969,A,Rural,455406.7055608064
1905,4,2.0,2,2.5593582334700695,1,0,5,24.887946755480495,25.550166878106776,6298,2017,C,Downtown,392551.6676142122
1956,3,2.0,4,8.972147487093284,1,0,4,56.290846788334235,3.6589842078788073,7679,1981,D,Downtown,371743.39135148795
892,4,4.0,22,6.173318464065614,0,0,4,62.03859485204952,49.87430844000627,8985,1984,A,Rural,264301.9059369897
1902,4,1.0,7,1.9721636357564019,2,0,4,77.6802518093105,47.33416722667592,8565,1969,A,Suburbs,331924.4003296755
2418,1,2.0,11,5.174620996508511,1,0,1,4.092985380580183,4.526795467439818,9770,1985,B,Rural,363795.7585313664
1466,2,2.0,37,7.290490541736662,0,0,5,17.4488749100025,28.32719634409643,7026,1987,C,Rural,250579.90539200194
1624,3,1.0,15,5.059141716847414,1,1,3,77.72495675187301,18.04373305987918,4621,1977,B,Urban,315944.07478014723
2396,2,3.5,1,8.837110965380989,1,1,3,53.187043475554376,21.98840117066974,11193,1963,A,Downtown,402692.0977278552
1261,1,2.0,15,4.813248831046947,1,0,4,80.60746865936633,32.932328981078484,9095,2016,A,Rural,220281.37132425388
2528,4,2.0,13,6.251074205798449,1,0,3,44.852610310002724,21.565913125064593,9188,1977,B,Suburbs,395508.62801628106
1733,4,3.0,2,2.900533924017127,1,1,4,45.93846481598857,25.28346123258879,9078,2020,B,Suburbs,363432.94871977007
1805,4,2.0,3,5.614177150406004,1,0,3,37.75677305255299,14.380064642576254,8515,1974,C,Downtown,381833.5369687323
1438,4,2.5,12,3.005715789394561,1,0,4,69.11953079952984,5.036500174940952,9983,1956,D,Suburbs,302752.668495954
2189,4,3.0,2,3.0266843315451313,1,1,2,59.0206930571441,38.0030346807849,6687,1973,B,Suburbs,390788.20658400224
3229,4,3.0,2,3.519122880189178,1,0,5,39.27308346855588,19.54091714232125,9578,2004,C,Downtown,510354.2607457234
2390,2,3.0,12,1.3977934070290758,0,0,4,18.75482314805994,44.44333641841066,8712,2013,C,Urban,344967.24991807877
1567,5,1.0,21,2.4697867756579104,1,1,2,0.23956200854566845,47.304056216146144,8263,1959,B,Urban,327764.3920954746
2567,2,1.0,0,4.819245627997551,1,1,1,9.135037464166862,5.3286990870769415,7019,1961,C,Rural,386092.1219311005
1841,2,2.0,5,2.1795444883660235,2,1,4,10.78398887035491,34.533932500057965,8501,2020,B,Urban,354671.6299547228
2687,2,1.0,9,2.200462754653727,1,0,4,56.93854110289539,41.186305093900145,7583,1978,D,Urban,362413.5676414551
2403,5,2.5,11,9.71138645542609,1,0,5,75.91978394368435,32.704865482713004,9712,2007,B,Urban,428766.1327413614
528,5,2.0,55,4.843876268774856,2,1,2,45.68802653071852,17.10587385323679,7075,1978,C,Downtown,218181.69611392877
1497,4,2.5,11,4.63359429660132,1,0,5,41.42597536995428,14.941627543802214,5938,1999,A,Downtown,350197.511681086
2472,4,2.0,9,3.4096208935598455,1,0,5,13.211239972982503,23.65032039247685,9129,1997,B,Rural,420070.85909633874
2075,3,2.0,45,5.612024431967215,1,0,4,90.10129222194404,13.689972254525212,12214,1986,C,Urban,327365.9245901417
1488,5,2.0,0,6.364584114922478,1,1,5,73.5199855236514,44.89066959448292,8512,1968,B,Rural,375902.3837613516
1683,4,1.5,0,4.763669697635435,1,0,5,41.69108205342773,3.4027407532437906,7710,1974,B,Rural,372135.12292252725
1046,5,2.5,8,4.544276648095764,2,1,4,9.701472168236847,6.521042204442965,11577,1979,B,Rural,381132.2985764785
1955,3,2.5,4,7.303840152796495,1,0,2,84.60844410911206,30.719120076994685,8919,2005,A,Urban,356138.4552562283
3105,3,3.0,1,9.547990307975066,1,1,2,16.96324179068349,33.258512694582826,7703,1999,B,Urban,511897.1548306943
2402,4,3.5,3,8.900398638843276,1,0,4,67.33805864490795,37.06564725092859,11431,1980,A,Urban,462330.2709849266
3095,2,3.0,11,2.067582402148502,1,0,2,33.96082636386756,14.503742493824475,6524,1972,D,Downtown,437685.6123508292
2441,5,2.5,21,6.870778033305156,1,1,4,85.95549227345238,15.427104568252703,7333,1984,B,Downtown,431725.3902350205
2513,3,1.0,0,1.0634285125090943,0,0,4,58.694521730764194,21.26901279801562,8678,1959,C,Downtown,311523.1985386925
2987,5,1.5,7,6.697825996157481,0,0,4,22.73913952512363,12.489850138695381,13651,2006,B,Rural,461740.4186390615
2188,3,3.0,3,5.1791823003243955,1,0,4,1.2664237112932741,19.48411220907893,6148,2007,B,Rural,386741.1355055073
1906,4,1.5,11,5.420017471094497,1,0,3,21.235826283233305,35.149020845485936,5731,1957,C,Rural,337793.0851014948
2516,3,2.0,7,6.292230470669005,0,1,2,36.53361283175902,25.43176754322098,8452,1997,B,Suburbs,383413.4423641417
2726,4,1.5,26,7.683898431600276,0,1,4,70.83849467701513,48.36388921113431,10979,2001,A,Downtown,435481.5452947792
1760,3,1.5,0,7.565120223831499,0,0,4,21.61118943332305,29.400161025091062,9806,1955,B,Urban,331486.610320529
1639,5,3.0,6,1.4003112839201268,1,1,3,26.150460183173298,17.101698297241008,6653,2015,D,Suburbs,357577.16566491395
2069,4,2.0,2,7.62844947671344,1,1,1,43.510018845296095,9.908507870098198,5702,2005,C,Rural,407952.2127342864
2415,2,2.0,7,8.468343826022384,0,0,2,4.29209206739587,11.77338715827852,6689,1964,C,Suburbs,341560.2781530411
2399,5,1.5,19,1.6135536199204221,1,0,4,76.84014783905084,1.7868677762160825,8208,1986,A,Downtown,396645.1905442425
1287,2,2.5,24,3.906519406099177,0,0,4,7.875462561707492,22.664872625427883,8627,1974,C,Rural,269227.8623013105
